product_key,country,current_price_usd,siamese_fair_price_usd,lightgbm_fair_price_usd,combined_fair_price_usd,siamese_gap_usd,lightgbm_gap_usd,combined_gap_usd,siamese_action,lightgbm_action,combined_action,siamese_confidence,lightgbm_confidence,combined_confidence,model_action_agreement
nike therma-fit adv repel aeroloft||apparel||men's down running vest||volt/reflective silver||men,US,190.0,,162.0493,162.0493,,27.9507,27.9507,,lower_price,lower_price,,0.5115,0.5115,na
fc barcelona 2025/26 match fourth||apparel||men's nike dri-fit adv football authentic shirt||gym blue/gym blue/salsa red/opti yellow||men,FI,163.4891,,135.6257,135.6257,,27.8634,27.8634,,lower_price,lower_price,,0.5131,0.5131,na
nike charge suede||footwear||men's shoes||black/black/white||men,FI,70.8391,,98.7567,98.7567,,-27.9176,-27.9176,,raise_price,raise_price,,0.5121,0.5121,na
kobe ix elite low em protro||footwear||basketball shoes||black/white/university gold||men|women,US,190.0,,160.6917,160.6917,,29.3083,29.3083,,lower_price,lower_price,,0.4878,0.4878,na
nike heritage 2.0 after dark tour||equipment||tote bag (22l)||black/reflective silver/metallic silver||men|women,SI,32.6891,,61.9732,61.9732,,-29.2841,-29.2841,,raise_price,raise_price,,0.4882,0.4882,na
kobe||apparel||men's winterized basketball jacket||cannon/light silver/white||men,FI,130.7891,,102.9046,102.9046,,27.8845,27.8845,,lower_price,lower_price,,0.5127,0.5127,na
tennessee volunteers||apparel||men's nike college limited baseball jersey||natural||men,US,135.0,,105.6806,105.6806,,29.3194,29.3194,,lower_price,lower_price,,0.4876,0.4876,na
jordan||equipment||big kids' foam trucker hat||gym red||boys|girls,US,25.0,,52.8622,52.8622,,-27.8622,-27.8622,,raise_price,raise_price,,0.5131,0.5131,na
chelsea f.c.||apparel||men's nike football t-shirt||pitch blue||boys|girls,FI,27.2391,,55.1228,55.1228,,-27.8837,-27.8837,,raise_price,raise_price,,0.5127,0.5127,na
paris saint-germain swoosh||apparel||men's nike football t-shirt||midnight navy||boys|girls,FI,27.2391,,55.1228,55.1228,,-27.8837,-27.8837,,raise_price,raise_price,,0.5127,0.5127,na
ナイキ ゼンビー||apparel||ウィメンズ dri-fit フルジップ ジャケット||タトゥー/ホワイト||women,JP,97.284,,67.8987,67.8987,,29.3853,29.3853,,lower_price,lower_price,,0.4865,0.4865,na
f.c. barcelona||apparel||older kids' nike football t-shirt||smoke grey||boys|girls,SI,30.5091,,58.3492,58.3492,,-27.8401,-27.8401,,raise_price,raise_price,,0.5135,0.5135,na
ナイキ アンリミテッド||apparel||メンズ レペル バーサタイル ジャケット||ブラック/ブラック||men,JP,103.18,,75.3508,75.3508,,27.8292,27.8292,,lower_price,lower_price,,0.5137,0.5137,na
converse chuck taylor all star high top||footwear||little kids' shoe||pink||boys|girls,US,40.0,,67.8563,67.8563,,-27.8563,-27.8563,,raise_price,raise_price,,0.5132,0.5132,na
nike dna||apparel||men's dri-fit basketball shorts||chlorophyll/black||men,US,60.0,,89.2887,89.2887,,-29.2887,-29.2887,,raise_price,raise_price,,0.4881,0.4881,na
nike air max 95 big bubble||footwear||men's shoes||light smoke grey/green strike/white/black||men,US,190.0,,162.133,162.133,,27.867,27.867,,lower_price,lower_price,,0.513,0.513,na
nike club||apparel||men's oversized woven track pants||light smoke grey/white/black/white||men,US,100.0,,72.155,72.155,,27.845,27.845,,lower_price,lower_price,,0.5134,0.5134,na
nike||apparel||women's fleece tear-away basketball pants||midnight navy||women,US,100.0,,70.6517,70.6517,,29.3483,29.3483,,lower_price,lower_price,,0.4871,0.4871,na
jordan||apparel||men's draft trousers||old royal/black/yellow pulse||men,FI,130.7891,,102.879,102.879,,27.9101,27.9101,,lower_price,lower_price,,0.5122,0.5122,na
ナイキ スポーツウェア||apparel||ウィメンズ ルーズ tシャツ||ホワイト||women,JP,36.1733,,64.0888,64.0888,,-27.9155,-27.9155,,raise_price,raise_price,,0.5121,0.5121,na
kobe||apparel||women's dri-fit cropped basketball t-shirt||court purple||women,US,45.0,,74.4143,74.4143,,-29.4143,-29.4143,,raise_price,raise_price,,0.486,0.486,na
british & irish lions||apparel||unisex nike club cap||obsidian/white||men|women,FI,30.5091,,58.3156,58.3156,,-27.8065,-27.8065,,raise_price,raise_price,,0.5141,0.5141,na
"nike acg ""lava loops""||apparel||men's dri-fit adv 1/2-length trail running tights||black/summit white||men",US,95.0,,122.8173,122.8173,,-27.8173,-27.8173,,raise_price,raise_price,,0.5139,0.5139,na
alabama campus primetime||apparel||men's nike dri-fit college t-shirt||olive||men,US,40.0,,67.8824,67.8824,,-27.8824,-27.8824,,raise_price,raise_price,,0.5127,0.5127,na
ナイキ クラブ フリース||apparel||メンズ オーバーサイズド フレンチテリー クルー||ブラック/ブラック/ホワイト||men,JP,53.801,,81.6616,81.6616,,-27.8606,-27.8606,,raise_price,raise_price,,0.5131,0.5131,na
ナイキ クラブ||apparel||メンズ フリース クルー||ダークグレーヘザー/ホワイト||men,JP,53.801,,81.6616,81.6616,,-27.8606,-27.8606,,raise_price,raise_price,,0.5131,0.5131,na
nike heritage 2.0 after dark tour||equipment||tote bag (22l)||black/reflective silver/metallic silver||men|women,FI,32.6891,,62.0126,62.0126,,-29.3235,-29.3235,,raise_price,raise_price,,0.4875,0.4875,na
new york mets authentic collection||apparel||men's nike therma-fit mlb full-zip hooded jacket||rush blue||men,US,135.0,,105.6646,105.6646,,29.3354,29.3354,,lower_price,lower_price,,0.4873,0.4873,na
ナイキ クラブ||apparel||メンズ ショートパンツ||ブラック/ブラック||men,JP,69.278,,97.0948,97.0948,,-27.8168,-27.8168,,raise_price,raise_price,,0.5139,0.5139,na
wnba 2025 all-star weekend||apparel||men's nike t-shirt||navy||men,US,35.0,,62.8818,62.8818,,-27.8818,-27.8818,,raise_price,raise_price,,0.5127,0.5127,na
nike premium||equipment||hip pack (8l)||black/black/anthracite||men|women,FI,43.5891,,71.4383,71.4383,,-27.8492,-27.8492,,raise_price,raise_price,,0.5133,0.5133,na
nike sportswear air max 95||apparel||t-shirt||light photo blue||men,US,40.0,,67.887,67.887,,-27.887,-27.887,,raise_price,raise_price,,0.5126,0.5126,na
nike mercurial superfly 10 academy 'kylian mbappé'||footwear||ag high-top football boot||plum eclipse/metallic silver||men|women,FI,108.9891,,136.865,136.865,,-27.8759,-27.8759,,raise_price,raise_price,,0.5128,0.5128,na
nike mercurial superfly 10 academy 'kylian mbappé'||footwear||turf high-top football shoes||plum eclipse/metallic silver||men|women,FI,108.9891,,136.865,136.865,,-27.8759,-27.8759,,raise_price,raise_price,,0.5128,0.5128,na
kobe||apparel||men's fleece basketball trousers||black/white||men,FI,108.9891,,81.1947,81.1947,,27.7944,27.7944,,lower_price,lower_price,,0.5143,0.5143,na
nike air max bolt||footwear||women's shoes||white/white/black||women,US,95.0,,122.8377,122.8377,,-27.8377,-27.8377,,raise_price,raise_price,,0.5135,0.5135,na
エア ジョーダン 6 レトロ low||footwear||ウィメンズシューズ||ブラック/ブラック/ブラック||men|women,JP,206.36,,176.9956,176.9956,,29.3644,29.3644,,lower_price,lower_price,,0.4868,0.4868,na
nike sb||apparel||max90 skate t-shirt||soft yellow||men|women,SI,43.5891,,72.9354,72.9354,,-29.3463,-29.3463,,raise_price,raise_price,,0.4871,0.4871,na
nike||apparel||men's dri-fit 20.5cm (approx.) basketball shorts||white/black/white/black||men,SI,38.1391,,67.5094,67.5094,,-29.3703,-29.3703,,raise_price,raise_price,,0.4867,0.4867,na
chelsea f.c.||apparel||older kids' nike football t-shirt||cool grey||boys|girls,FI,30.5091,,58.368,58.368,,-27.8589,-27.8589,,raise_price,raise_price,,0.5131,0.5131,na
nike solo swoosh||apparel||men's fleece hoodie||light khaki||men,SI,130.7891,,101.407,101.407,,29.3821,29.3821,,lower_price,lower_price,,0.4865,0.4865,na
"ナイキ acg ""wildsee""||apparel||メンズ dri-fit ショートスリーブ インナー トップ||バルチックブルー/オーロラブルー/サミットホワイト||men",JP,55.275,,84.6328,84.6328,,-29.3578,-29.3578,,raise_price,raise_price,,0.4869,0.4869,na
nike alphafly 3||footwear||men's road racing shoes||multi-color/volt/white/black||men,US,305.0,,275.6062,275.6062,,29.3938,29.3938,,lower_price,lower_price,,0.4863,0.4863,na
usmnt 2026 stadium home||apparel||older kids' nike dri-fit football replica shirt||sail/midnight navy/midnight navy||boys|girls,FI,92.6391,,64.8573,64.8573,,27.7818,27.7818,,lower_price,lower_price,,0.5145,0.5145,na
ナイキ スポーツウェア||apparel||ウィメンズ ルーズ ショートスリーブ グラフィック tシャツ||ホワイト||women,JP,39.061,,68.4357,68.4357,,-29.3747,-29.3747,,raise_price,raise_price,,0.4866,0.4866,na
ナイキ クラブ||apparel||メンズ オープンヘム フリース パンツ||ダークグレーヘザー/ライトスモークグレー/ホワイト||men,JP,53.801,,81.5933,81.5933,,-27.7923,-27.7923,,raise_price,raise_price,,0.5143,0.5143,na
ナイキ クラブ||apparel||メンズジョガー||ブラック/ブラック/ホワイト||men,JP,53.801,,81.5933,81.5933,,-27.7923,-27.7923,,raise_price,raise_price,,0.5143,0.5143,na
chelsea f.c. 2025/26 stadium third||apparel||women's nike dri-fit total 90 football replica shirt||black/field silver/game royal/field silver||women,FI,108.9891,,79.5725,79.5725,,29.4166,29.4166,,lower_price,lower_price,,0.4859,0.4859,na
jordan||apparel||older kids' chicago trousers||archaeo brown||boys,FI,90.4591,,62.6291,62.6291,,27.83,27.83,,lower_price,lower_price,,0.5136,0.5136,na
jordan||apparel||men's milan t-shirt||white/black||men,FI,32.6891,,62.1296,62.1296,,-29.4405,-29.4405,,raise_price,raise_price,,0.4855,0.4855,na
jordan||apparel||men's paris t-shirt||white/black||men,FI,32.6891,,62.1296,62.1296,,-29.4405,-29.4405,,raise_price,raise_price,,0.4855,0.4855,na
nike miler||apparel||men's dri-fit uv long-sleeve running top||grey fog/particle grey/heather||men,US,47.0,,74.7377,74.7377,,-27.7377,-27.7377,,raise_price,raise_price,,0.5153,0.5153,na
ナイキ エア マックス 90||footwear||メンズシューズ||ウルフグレー/ブラック/ホワイト/ブラック||men,JP,110.55,,138.3578,138.3578,,-27.8078,-27.8078,,raise_price,raise_price,,0.514,0.514,na
ナイキ エア マックス 90||footwear||メンズシューズ||ホワイト/ホワイト/ユニバーシティレッド||men,JP,110.55,,138.3578,138.3578,,-27.8078,-27.8078,,raise_price,raise_price,,0.514,0.514,na
nike sportswear chill knit||apparel||women's t-shirt||team crimson/white||women,US,32.0,,59.7806,59.7806,,-27.7806,-27.7806,,raise_price,raise_price,,0.5145,0.5145,na
nocta||apparel||northstar nylon tracksuit jacket||black/black/white||men,FI,147.1391,,117.6506,117.6506,,29.4885,29.4885,,lower_price,lower_price,,0.4847,0.4847,na
ナイキ インターナショナリスト by you||footwear||カスタム メンズシューズ||マルチカラー/マルチカラー/マルチカラー||men,JP,114.235,,142.0101,142.0101,,-27.7751,-27.7751,,raise_price,raise_price,,0.5146,0.5146,na
ナイキ エア マックス フェニックス||footwear||リトルキッズシューズ||ブラック/ホワイト/メタリックゴールド||boys|girls,JP,92.125,,62.7276,62.7276,,29.3974,29.3974,,lower_price,lower_price,,0.4862,0.4862,na
fc バルセロナ アカデミー プロ サード||apparel||メンズ ナイキ dri-fit サッカー プレマッチ トップ||ミッドナイトネイビー/ブライトマンゴー||men,JP,64.119,,91.9263,91.9263,,-27.8073,-27.8073,,raise_price,raise_price,,0.514,0.514,na
コービー||apparel||メンズ プリーツ パンツ||セイル/ブラック||men,JP,126.027,,98.2791,98.2791,,27.7479,27.7479,,lower_price,lower_price,,0.5151,0.5151,na
nocta||apparel||nocta fleece cs sweatpants||black/white||men,US,110.0,,82.2414,82.2414,,27.7586,27.7586,,lower_price,lower_price,,0.5149,0.5149,na
air max dn x レゴ® コレクション||footwear||ジュニアシューズ||ツアーイエロー/ボルト/ラッシュレッド/ブラック||,JP,132.66,,103.1719,103.1719,,29.4881,29.4881,,lower_price,lower_price,,0.4847,0.4847,na
nike swoosh||apparel||big kids' baseball t-shirt||white||boys,US,25.0,,54.4698,54.4698,,-29.4698,-29.4698,,raise_price,raise_price,,0.485,0.485,na
nike acg vista peak||equipment||terrain tint||photon dust/brown||men|women,US,219.0,,189.5728,189.5728,,29.4272,29.4272,,lower_price,lower_price,,0.4857,0.4857,na
nike acg vista vert||equipment||terrain tint||college grey||men|women,US,219.0,,189.5728,189.5728,,29.4272,29.4272,,lower_price,lower_price,,0.4857,0.4857,na
nikegrip vapor strike||equipment||football crew socks||black/white||men|women,FI,35.9591,,63.7173,63.7173,,-27.7582,-27.7582,,raise_price,raise_price,,0.5149,0.5149,na
inter milan||apparel||older kids' nike football synthetic fill hooded jacket||black/anthracite/lyon blue||boys|girls,SI,103.5391,,74.1003,74.1003,,29.4388,29.4388,,lower_price,lower_price,,0.4855,0.4855,na
ジョーダン スポーツ||apparel||ウィメンズ dri-fit グラフィック tシャツ||ブラック/ルミナスグリーン||women,JP,36.85,,66.2766,66.2766,,-29.4266,-29.4266,,raise_price,raise_price,,0.4857,0.4857,na
nike sportswear||apparel||women's short-sleeve graphic t-shirt||black/white||women,US,30.0,,57.7308,57.7308,,-27.7308,-27.7308,,raise_price,raise_price,,0.5154,0.5154,na
jordan flight court||footwear||men's shoes||black/aura/dark grey||men,SI,119.8891,,147.6738,147.6738,,-27.7847,-27.7847,,raise_price,raise_price,,0.5144,0.5144,na
nike tempo||apparel||women's medium-support cropped sports bra tank top||black/black||women,FI,46.8591,,74.6546,74.6546,,-27.7955,-27.7955,,raise_price,raise_price,,0.5142,0.5142,na
jordan||apparel||older kids' post up open cargo trousers||black||girls,SI,70.8391,,43.0814,43.0814,,27.7577,27.7577,,lower_price,lower_price,,0.5149,0.5149,na
minnesota timberwolves essential city edition||apparel||men's nike nba max90 t-shirt||vivid purple/purple dynasty||men,US,50.0,,79.4689,79.4689,,-29.4689,-29.4689,,raise_price,raise_price,,0.485,0.485,na
nike||apparel||men's max90 long-sleeve basketball t-shirt||black||men,US,50.0,,79.4446,79.4446,,-29.4446,-29.4446,,raise_price,raise_price,,0.4854,0.4854,na
nike dri-fit park 7 jby||apparel||women's football shirt||tour yellow/black||women,FI,25.0591,,54.4976,54.4976,,-29.4385,-29.4385,,raise_price,raise_price,,0.4855,0.4855,na
nikeskims matte||apparel||women's twist-front bra||nskm dark sepia/nskm dark sepia/nskm dark sepia||women,US,54.0,,81.7035,81.7035,,-27.7035,-27.7035,,raise_price,raise_price,,0.5159,0.5159,na
nike ld-1000 'edition a' sesame||footwear||women's shoes||coconut milk/gum light brown/sail||women,US,140.0,,110.5497,110.5497,,29.4503,29.4503,,lower_price,lower_price,,0.4853,0.4853,na
jordan flight||apparel||women's quilted renegade jacket||enigma stone/olive grey/enigma stone||women,FI,217.9891,201.2885,,201.2885,16.7006,,16.7006,lower_price,,lower_price,0.7544,,0.7544,na
nike 24.7 perfectstretch||apparel||women's dri-fit loose-fit cropped jacket||midnight navy/black/dark obsidian||women,US,190.0,165.6932,,165.6932,24.3068,,24.3068,lower_price,,lower_price,0.4969,,0.4969,na
nike zoom gp challenge 1.5 prm||footwear||women's hard court tennis shoes||black/light lemon twist/white||women,US,180.0,168.761,,168.761,11.239,,11.239,lower_price,,lower_price,0.9969,,0.9969,na
jordan brooklyn||apparel||men's realtree hockey jersey||medium olive/sail/sail||men,FI,119.8891,114.3864,91.7669,103.0767,5.5027,28.1222,16.8124,lower_price,lower_price,lower_price,0.7233,0.5085,0.6159,true
nike zoom gp challenge 1.5 prm||footwear||men's hard court tennis shoes||saffron quartz/olive flak/sail/black||men,US,180.0,169.0985,,169.0985,10.9015,,10.9015,lower_price,,lower_price,0.9429,,0.9429,na
nike victory||apparel||women's dri-fit long-sleeve polo||black/white||women,US,65.0,54.8707,,54.8707,10.1293,,10.1293,lower_price,,lower_price,0.9985,,0.9985,na
nike sportswear||apparel||women's oversized windrunner jacket||black/black/black||women,US,125.0,114.9672,,114.9672,10.0328,,10.0328,lower_price,,lower_price,0.963,,0.963,na
nike vapor 12||footwear||men's clay court tennis shoes||university blue/hydrogen blue/hot lava/midnight navy||men,US,180.0,169.3795,,169.3795,10.6205,,10.6205,lower_price,,lower_price,0.8928,,0.8928,na
nike vapor 12||footwear||women's hard court tennis shoes||black/light lemon twist/blue ribbon heather/white||women,US,190.0,180.6111,,180.6111,9.3889,,9.3889,lower_price,,lower_price,0.993,,0.993,na
nike sportswear||apparel||women's cardigan||black/sail/vast grey/sail||women,US,115.0,104.0267,,104.0267,10.9733,,10.9733,lower_price,,lower_price,0.8256,,0.8256,na
nike alphafly 3 glam||footwear||women's road racing shoes||orange pulse/purple dynasty/electric green/black||women,FI,348.7891,337.55,,337.55,11.2391,,11.2391,lower_price,,lower_price,0.7433,,0.7433,na
nike tour repel||apparel||women's golf jacket||black/white||women,US,135.0,126.6184,,126.6184,8.3816,,8.3816,lower_price,,lower_price,0.9904,,0.9904,na
tatum hoop fleece||apparel||men's dri-fit pullover hoodie||smoke grey/black/smoke grey||men,FI,108.9891,98.0453,,98.0453,10.9438,,10.9438,lower_price,,lower_price,0.678,,0.678,na
nikecourt court collection||apparel||women's dri-fit cropped tennis polo||sail/midnight navy||women,US,80.0,72.4177,,72.4177,7.5823,,7.5823,lower_price,,lower_price,0.9585,,0.9585,na
jordan sport||apparel||men's golf button-down||sail||men,FI,163.4891,152.9829,,152.9829,10.5062,,10.5062,lower_price,,lower_price,0.6863,,0.6863,na
nike tempo||apparel||women's dri-fit running tank top||black||women,US,37.0,28.8697,,28.8697,8.1303,,8.1303,lower_price,,lower_price,0.886,,0.886,na
nike sportswear||apparel||women's oversized jersey tunic||fir/chalk/chalk||women,US,70.0,61.5324,,61.5324,8.4676,,8.4676,lower_price,,lower_price,0.8364,,0.8364,na
nike sportswear phoenix fleece||apparel||women's oversized full-zip hoodie||dark grey heather/sail||women,US,80.0,72.1973,,72.1973,7.8027,,7.8027,lower_price,,lower_price,0.9069,,0.9069,na
nike sportswear||apparel||women's tight ribbed short-sleeve t-shirt||tattoo||women,US,37.0,27.8914,65.6119,46.7517,9.1086,-28.6119,-9.7517,lower_price,raise_price,raise_price,0.8985,0.5,0.6992,false
nike fairway fresh||apparel||men's dri-fit golf shorts||anthracite/black/black||men,US,115.0,103.7033,,103.7033,11.2967,,11.2967,lower_price,,lower_price,0.5938,,0.5938,na
nike golf club||apparel||women's unlined dri-fit golf dress||black/sail||women,US,105.0,93.9539,,93.9539,11.0461,,11.0461,lower_price,,lower_price,0.5984,,0.5984,na
nike golf club||apparel||women's dri-fit golf joggers||black/sail||women,US,135.0,122.0889,,122.0889,12.9111,,12.9111,lower_price,,lower_price,0.5036,,0.5036,na
nikecourt lite 4||footwear||women's tennis shoes||black/anthracite/white||women,US,85.0,78.38,,78.38,6.62,,6.62,lower_price,,lower_price,0.9708,,0.9708,na
nike therma-fit victory||apparel||women's long-sleeve 1/2-zip golf top||white/photon dust/white||women,US,85.0,78.3271,,78.3271,6.6729,,6.6729,lower_price,,lower_price,0.9557,,0.9557,na
jordan flight||apparel||men's long-sleeve polo jersey||black/university red/university red||men,US,125.0,114.653,,114.653,10.347,,10.347,lower_price,,lower_price,0.6155,,0.6155,na
nike one||apparel||women's therma-fit high-waisted full-length leggings||black/white||women,US,65.0,56.3589,,56.3589,8.6411,,8.6411,lower_price,,lower_price,0.7074,,0.7074,na
nikeskims matte||apparel||women's high-waisted footsie grip leggings||nskm obsidian||women,FI,158.0391,149.5622,,149.5622,8.4769,,8.4769,lower_price,,lower_price,0.7178,,0.7178,na
nike motiva gore-tex||footwear||women's waterproof walking shoes||black/anthracite/black||women,US,145.0,137.7324,,137.7324,7.2676,,7.2676,lower_price,,lower_price,0.8368,,0.8368,na
nike sportswear||apparel||t-shirt||black||men|women,US,55.0,44.0081,,44.0081,10.9919,,10.9919,lower_price,,lower_price,0.5512,,0.5512,na
nikecourt advantage||apparel||women's dri-fit high-waisted tennis skirt||light lemon twist/black||women,US,85.0,78.6477,,78.6477,6.3523,,6.3523,lower_price,,lower_price,0.948,,0.948,na
nikeskims matte||apparel||women's v-panel stirrup leggings||nskm himalayan||women,FI,158.0391,149.8559,,149.8559,8.1832,,8.1832,lower_price,,lower_price,0.7276,,0.7276,na
jordan sport||apparel||women's dri-fit printed top||black/black||women,US,55.0,45.3607,,45.3607,9.6393,,9.6393,lower_price,,lower_price,0.6171,,0.6171,na
nike vapor 12 hypersmash||footwear||men's hard court tennis shoes||hyper pink/dusty cactus/black||men,FI,196.1891,201.6713,167.6645,184.6679,-5.4822,28.5246,11.5212,raise_price,lower_price,lower_price,0.5303,0.5015,0.5159,false
nike sportswear rpm||equipment||backpack (26l)||black/black/white||men|women,US,107.0,100.4559,,100.4559,6.5441,,6.5441,lower_price,,lower_price,0.8909,,0.8909,na
ジョーダン スポーツ||apparel||メンズ ゴルフパンツ||オリーブグレー/オリーブグレー||men,JP,175.406,166.6391,,166.6391,8.7669,,8.7669,lower_price,,lower_price,0.6601,,0.6601,na
nike par||apparel||men's dri-fit golf polo||barely green||men,US,100.0,90.3802,,90.3802,9.6198,,9.6198,lower_price,,lower_price,0.5943,,0.5943,na
nike air monarch se||footwear||men's workout shoes||wheat/gum medium brown/black/wheat||men,US,105.0,94.4484,,94.4484,10.5516,,10.5516,lower_price,,lower_price,0.5268,,0.5268,na
nike air max torch 4||footwear||men's shoes||anthracite/black/metallic silver||men,FI,130.7891,123.5462,,123.5462,7.2429,,7.2429,lower_price,,lower_price,0.7648,,0.7648,na
nikeskims woven nylon||apparel||women's wrap coat||nskm phoenix||women,FI,217.9891,210.8464,,210.8464,7.1427,,7.1427,lower_price,,lower_price,0.7618,,0.7618,na
nikecourt||apparel||women's dri-fit tennis shorts with pockets||black/white||women,US,55.0,45.6346,,45.6346,9.3654,,9.3654,lower_price,,lower_price,0.5711,,0.5711,na
nike tailored performance||apparel||men's dri-fit golf polo||white/white||men,US,130.0,120.6344,,120.6344,9.3656,,9.3656,lower_price,,lower_price,0.5542,,0.5542,na
nike life||apparel||men's short-sleeve boxy knit top||phantom||men,FI,65.3891,57.7488,,57.7488,7.6403,,7.6403,lower_price,,lower_price,0.6733,,0.6733,na
nike universa||apparel||women's high-waisted printed 7/8 leggings with no front seam||sweet beet/deep garnet/rush maroon||women,FI,125.3391,131.9573,97.4008,114.6791,-6.6182,27.9383,10.66,raise_price,lower_price,lower_price,0.4465,0.5117,0.4791,false
nike tailored performance||apparel||men's dri-fit golf polo||work blue/work blue||men,US,140.0,131.269,,131.269,8.731,,8.731,lower_price,,lower_price,0.5659,,0.5659,na
aaron judge new york yankees||apparel||men's nike dri-fit adv mlb elite jersey||navy||men,US,395.0,386.9512,,386.9512,8.0488,,8.0488,lower_price,,lower_price,0.5976,,0.5976,na
nike mavn||apparel||girls' storm-fit adv rain jacket||black/black||girls,US,150.0,140.8479,,140.8479,9.1521,,9.1521,lower_price,,lower_price,0.5236,,0.5236,na
"nike utility power 2.0||equipment||duffel bag (medium, 51l)||black/black/white||men|women",US,80.0,73.5457,,73.5457,6.4543,,6.4543,lower_price,,lower_price,0.7393,,0.7393,na
nike v2k run||footwear||women's shoes with reflective accents||summit white/pure platinum/light iron ore/metallic silver||women,FI,141.6891,148.2939,,148.2939,-6.6048,,-6.6048,raise_price,,raise_price,0.7165,,0.7165,na
nike air max 90 premium||footwear||women's shoes||white/metallic gold/white||women,FI,174.3891,168.512,,168.512,5.8771,,5.8771,lower_price,,lower_price,0.8,,0.8,na
nikecourt advantage||apparel||men's dri-fit tennis top||black/white||men,US,90.0,82.2817,,82.2817,7.7183,,7.7183,lower_price,,lower_price,0.5972,,0.5972,na
nike||apparel||men's basketball t-shirt||black||men,US,55.0,47.988,,47.988,7.012,,7.012,lower_price,,lower_price,0.6494,,0.6494,na
nike golf club||apparel||women's dri-fit flouncy golf skirt||sail/black||women,US,90.0,78.5161,,78.5161,11.4839,,11.4839,lower_price,,lower_price,0.3902,,0.3902,na
nike solo swoosh||apparel||men's full-zip fleece hoodie||dark grey heather/light smoke grey/white||men,FI,119.8891,113.1634,,113.1634,6.7257,,6.7257,lower_price,,lower_price,0.6618,,0.6618,na
nike rejuven8 run||footwear||women's shoes||black/rust factor/muslin||women,FI,163.4891,157.9843,,157.9843,5.5048,,5.5048,lower_price,,lower_price,0.8068,,0.8068,na
nike||apparel||men's basketball t-shirt||black||men,FI,54.4891,47.8737,,47.8737,6.6154,,6.6154,lower_price,,lower_price,0.6606,,0.6606,na
nike metcon 10||footwear||men's workout shoes||black/anthracite/white||men,US,155.0,149.5014,,149.5014,5.4986,,5.4986,lower_price,,lower_price,0.7808,,0.7808,na
team 31 club||apparel||men's nike nba pullover hoodie||black||men,US,100.0,93.2241,,93.2241,6.7759,,6.7759,lower_price,,lower_price,0.6289,,0.6289,na
nike air max moto 2k||footwear||women's shoes with reflective accents||white/metallic silver/black/photon dust||women,FI,141.6891,151.9785,,151.9785,-10.2894,,-10.2894,raise_price,,raise_price,0.394,,0.394,na
nike sportswear tech fleece||apparel||women's mid-rise joggers (plus size)||black/black||women,US,125.0,116.4067,,116.4067,8.5933,,8.5933,lower_price,,lower_price,0.4633,,0.4633,na
nike pro||apparel||dri-fit unstructured swoosh run cap||college grey/anthracite||men|women,US,47.0,41.2606,,41.2606,5.7394,,5.7394,lower_price,,lower_price,0.6827,,0.6827,na
nikeskims weightless layers||apparel||women's high-waisted v-panel leggings||nskm himalayan||women,FI,103.5391,98.1428,,98.1428,5.3963,,5.3963,lower_price,,lower_price,0.7238,,0.7238,na
jordan flight||apparel||men's graphic fleece 1/4-zip||squadron blue/sail||men,US,125.0,118.3513,,118.3513,6.6487,,6.6487,lower_price,,lower_price,0.5847,,0.5847,na
jordan brooklyn fleece||apparel||toddler 2-piece pullover hoodie set||squadron blue||boys|girls,US,70.0,62.16,,62.16,7.84,,7.84,lower_price,,lower_price,0.4945,,0.4945,na
kobe||apparel||men's dri-fit basketball t-shirt||black||men,US,60.0,53.8293,,53.8293,6.1707,,6.1707,lower_price,,lower_price,0.624,,0.624,na
nike sportswear||equipment||rpm tote (26l)||black/black/white||men|women,US,95.0,88.4094,,88.4094,6.5906,,6.5906,lower_price,,lower_price,0.5582,,0.5582,na
jordan anthem||apparel||women's jacket||old royal/black||women,FI,130.7891,136.2104,,136.2104,-5.4213,,-5.4213,raise_price,,raise_price,0.6656,,0.6656,na
nike sportswear||apparel||t-shirt||light crimson||men|women,US,47.0,39.86,,39.86,7.14,,7.14,lower_price,,lower_price,0.5011,,0.5011,na
nikeskims matte||apparel||women's micro-scoop bra||nskm obsidian||women,FI,65.3891,60.3693,,60.3693,5.0198,,5.0198,lower_price,,lower_price,0.7113,,0.7113,na
nike brasilia jdi||equipment||mini backpack (11l)||clear/light bone/white||boys|girls,US,45.0,39.2036,,39.2036,5.7964,,5.7964,lower_price,,lower_price,0.6142,,0.6142,na
nike sportswear||apparel||women's oversized top||light bone/linen/sail||women,US,75.0,65.3343,,65.3343,9.6657,,9.6657,lower_price,,lower_price,0.3582,,0.3582,na
nike sb zoom blazer mid||footwear||skate shoes||black/black/black/white||men|women,FI,103.5391,109.3434,,109.3434,-5.8043,,-5.8043,raise_price,,raise_price,0.5953,,0.5953,na
ja||apparel||men's nike therma-fit pullover basketball hoodie||black||men,US,210.0,202.8448,,202.8448,7.1552,,7.1552,lower_price,,lower_price,0.4819,,0.4819,na
nike||apparel||women's short-sleeve golf polo||sail/black||women,US,85.0,76.7168,,76.7168,8.2832,,8.2832,lower_price,,lower_price,0.4151,,0.4151,na
"giannis freak 7 ""fearless""||footwear||basketball shoes||black/laser orange/volt/bright crimson||men|women",FI,125.3391,130.4758,,130.4758,-5.1367,,-5.1367,raise_price,,raise_price,0.6681,,0.6681,na
