product_key,country,current_price_usd,siamese_fair_price_usd,lightgbm_fair_price_usd,combined_fair_price_usd,siamese_gap_usd,lightgbm_gap_usd,combined_gap_usd,siamese_action,lightgbm_action,combined_action,siamese_confidence,lightgbm_confidence,combined_confidence,model_action_agreement
france||apparel||2025/2026 nike club cap||obsidian/bleached coral||men|women,SI,32.6891,,61.0142,61.0142,,-28.3251,-28.3251,,raise_price,raise_price,,0.505,0.505,na
nike sportswear||apparel||older kids' t-shirt||black/fire pink||boys|girls,FI,25.0591,,53.5705,53.5705,,-28.5114,-28.5114,,raise_price,raise_price,,0.5017,0.5017,na
jordan 6 rings||footwear||big kids' shoes||black/black/infrared 23||boys|girls,US,140.0,,111.3573,111.3573,,28.6427,28.6427,,lower_price,lower_price,,0.4994,0.4994,na
nike air max 90 g||footwear||golf shoes||white/hot lime||men|women,US,145.0,,173.3475,173.3475,,-28.3475,-28.3475,,raise_price,raise_price,,0.5046,0.5046,na
nike||apparel||baby gripper ankle socks (3 pairs)||multi-colour/university red||boys|girls,FI,13.0691,,41.3549,41.3549,,-28.2858,-28.2858,,raise_price,raise_price,,0.5057,0.5057,na
"エア ジョーダン 9 レトロ ""flint grey and french blue""||footwear||メンズシューズ||ホワイト/フリントグレー/フレンチブルー||men",JP,216.678,,188.4313,188.4313,,28.2467,28.2467,,lower_price,lower_price,,0.5064,0.5064,na
nike one||apparel||women's therma-fit full-zip top||black/white||women,SI,92.6391,,63.8408,63.8408,,28.7983,28.7983,,lower_price,lower_price,,0.4967,0.4967,na
ジョーダン||apparel||ジュニア エッセンシャル ドラフト ジャケット||オーラ||boys,JP,66.33,,37.4036,37.4036,,28.9264,28.9264,,lower_price,lower_price,,0.4945,0.4945,na
ナイキ x ストレンジャー シングス||apparel||メンズ フリース パンツ||ライトフォトブルー/ライトフォトブルー||men,JP,75.911,,104.1632,104.1632,,-28.2522,-28.2522,,raise_price,raise_price,,0.5063,0.5063,na
nike acg 'dolomiti'||apparel||men's trousers||black/summit white||men,SI,108.9891,,137.3477,137.3477,,-28.3586,-28.3586,,raise_price,raise_price,,0.5044,0.5044,na
nikeskims matte tricot||apparel||women's oversized full-zip track jacket||nskm dark roast||women,US,118.0,,89.409,89.409,,28.591,28.591,,lower_price,lower_price,,0.5003,0.5003,na
ナイキ スポーツウェア||apparel||ウィメンズ tシャツ||ブラック/アンスラサイト||women,JP,35.376,,64.3199,64.3199,,-28.9439,-28.9439,,raise_price,raise_price,,0.4942,0.4942,na
nike air superfly||footwear||women's shoes||pale ivory/metallic silver/volt/pale ivory||women,SI,108.9891,,137.7179,137.7179,,-28.7288,-28.7288,,raise_price,raise_price,,0.4979,0.4979,na
nike cortez textile||footwear||women's shoes||silt red/phantom/light chocolate||women,SI,108.9891,,137.7179,137.7179,,-28.7288,-28.7288,,raise_price,raise_price,,0.4979,0.4979,na
nike refuel||equipment||water bottle (24 oz)||pink||men|women,US,14.0,,42.8272,42.8272,,-28.8272,-28.8272,,raise_price,raise_price,,0.4962,0.4962,na
nike fire||equipment||large polarized sunglasses||mystic navy||men|women,US,105.0,,76.4319,76.4319,,28.5681,28.5681,,lower_price,lower_price,,0.5007,0.5007,na
nike acg vista vert||equipment||sunglasses||safety orange/vast grey||men|women,SI,190.7391,,162.4591,162.4591,,28.28,28.28,,lower_price,lower_price,,0.5058,0.5058,na
ジョーダン スポーツ||apparel||メンズ dri-fit グラフィック ショートパンツ||パープルコメット/ホワイト||men,JP,42.746,,71.4574,71.4574,,-28.7114,-28.7114,,raise_price,raise_price,,0.4982,0.4982,na
nike sportswear||apparel||women's cropped t-shirt||team crimson||women,US,37.0,,65.2409,65.2409,,-28.2409,-28.2409,,raise_price,raise_price,,0.5065,0.5065,na
san francisco 49ers sideline team issue||apparel||men's nike dri-fit nfl long-sleeve t-shirt||red||men,US,45.0,,73.6711,73.6711,,-28.6711,-28.6711,,raise_price,raise_price,,0.4989,0.4989,na
ナイキ dri-fit アンリミテッド||apparel||メンズ テーパード レッグ バーサタイル パンツ||グレーフォグ/ブラック/グレーフォグ||men,JP,73.7,,45.1605,45.1605,,28.5395,28.5395,,lower_price,lower_price,,0.5012,0.5012,na
chelsea f.c.||apparel||women's nike football t-shirt||outdoor green||women,SI,32.6891,,61.5336,61.5336,,-28.8445,-28.8445,,raise_price,raise_price,,0.4959,0.4959,na
nike sportswear phoenix fleece||apparel||women's oversized high-waisted graphic trousers||tattoo/light violet ore||women,FI,70.8391,,99.3274,99.3274,,-28.4883,-28.4883,,raise_price,raise_price,,0.5021,0.5021,na
nike sportswear windrunner||apparel||women's mid-rise slim knit trousers||sail/playful pink/sail||women,FI,70.8391,,99.3274,99.3274,,-28.4883,-28.4883,,raise_price,raise_price,,0.5021,0.5021,na
ナイキ クラブ||apparel||アンストラクチャード スウッシュ キャップ||ブラック/ブラック||men|women,JP,24.321,,52.6344,52.6344,,-28.3134,-28.3134,,raise_price,raise_price,,0.5052,0.5052,na
nike air||apparel||men's windrunner tracksuit jacket||light bone||men,SI,119.8891,,91.6037,91.6037,,28.2854,28.2854,,lower_price,lower_price,,0.5057,0.5057,na
nike||apparel||men's dri-fit running t-shirt||moon particle||men,US,37.0,,65.5052,65.5052,,-28.5052,-28.5052,,raise_price,raise_price,,0.5018,0.5018,na
nike||apparel||baby (12-24m) swoosh “just do it” t-shirt||hyper pink||girls,SI,16.3391,,45.1369,45.1369,,-28.7978,-28.7978,,raise_price,raise_price,,0.4967,0.4967,na
ナイキ プロジェクト f.r.o.g.||apparel||メンズ トラックジャケット||ライトクリムゾン/ダークラセット/ホワイト/ライトレモンツイスト||men,JP,151.085,,122.2872,122.2872,,28.7978,28.7978,,lower_price,lower_price,,0.4967,0.4967,na
dallas mavericks essential hardwood classics||apparel||women's nike nba t-shirt||clover||women,US,40.0,,68.2685,68.2685,,-28.2685,-28.2685,,raise_price,raise_price,,0.506,0.506,na
"nike field general se ""lny""||footwear||women's shoes||soft pearl/neutral olive/team crimson/dark hazel||men|women",US,115.0,,143.6478,143.6478,,-28.6478,-28.6478,,raise_price,raise_price,,0.4993,0.4993,na
ナイキ スポーツウェア||apparel||マックス90 tシャツ||オリーブオーラ||men|women,JP,46.431,,75.4272,75.4272,,-28.9962,-28.9962,,raise_price,raise_price,,0.4933,0.4933,na
ジョーダン ブルックリン フリース||apparel||メンズ クルーネック スウェットシャツ||ブラック/ジムレッド||men,JP,54.9333,,83.7484,83.7484,,-28.8151,-28.8151,,raise_price,raise_price,,0.4964,0.4964,na
ナイキ コート ビジョン low||footwear||メンズシューズ||セイル/ライトオールウッドブラウン/ホワイト/ライトスモークグレー||men,JP,58.96,,87.3236,87.3236,,-28.3636,-28.3636,,raise_price,raise_price,,0.5043,0.5043,na
ナイキ テラ マンタ||footwear||メンズシューズ||サミットホワイト/ガムライトブラウン/ホワイト/コメットブルー||men,JP,70.015,,98.418,98.418,,-28.403,-28.403,,raise_price,raise_price,,0.5036,0.5036,na
nike shox ride 2||footwear||men's shoes||white/white/black/black||men,US,190.0,,161.6308,161.6308,,28.3692,28.3692,,lower_price,lower_price,,0.5042,0.5042,na
nike club||apparel||men's woven tracksuit||obsidian/white/game royal/white||men,SI,108.9891,,80.2205,80.2205,,28.7686,28.7686,,lower_price,lower_price,,0.4972,0.4972,na
nike||apparel||younger kids' 2-piece beanie and gloves set||bubblegum||boys|girls,SI,25.0591,,53.2716,53.2716,,-28.2125,-28.2125,,raise_price,raise_price,,0.507,0.507,na
nike sportswear phoenix plush||apparel||women's high-waisted wide-leg cosy fleece trousers||black/sail||women,FI,81.7391,,109.9683,109.9683,,-28.2292,-28.2292,,raise_price,raise_price,,0.5067,0.5067,na
nike velocity||apparel||men's dri-fit golf polo||wolf grey/black||men,US,65.0,,93.3523,93.3523,,-28.3523,-28.3523,,raise_price,raise_price,,0.5045,0.5045,na
nike sportswear||apparel||men's long-sleeve t-shirt||black||men,US,40.0,,69.0135,69.0135,,-29.0135,-29.0135,,raise_price,raise_price,,0.493,0.493,na
ジョーダン スポーツ||apparel||メンズ ニット ボタンダウン ゴルフトップ||ブラック/ファントム/ブラック||men,JP,137.819,,108.8055,108.8055,,29.0135,29.0135,,lower_price,lower_price,,0.493,0.493,na
ナイキ エア マックス ゴードーム low sp||footwear||メンズシューズ||ブラック/アンスラサイト/ブラック||men,JP,162.14,,133.8328,133.8328,,28.3072,28.3072,,lower_price,lower_price,,0.5053,0.5053,na
nike club||apparel||men's basketball t-shirt||black||men,FI,38.1391,,66.4295,66.4295,,-28.2904,-28.2904,,raise_price,raise_price,,0.5056,0.5056,na
paris saint-germain||apparel||older kids' nike football synthetic fill hooded jacket||black/cargo khaki/cargo khaki||boys|girls,FI,103.5391,,74.5844,74.5844,,28.9547,28.9547,,lower_price,lower_price,,0.494,0.494,na
nike (m) one||apparel||women's dri-fit slim-fit short-sleeve top (maternity)||black/white||women,US,47.0,,75.7915,75.7915,,-28.7915,-28.7915,,raise_price,raise_price,,0.4968,0.4968,na
エア ジョーダン||apparel||ジュニア (ボーイズ) ショートスリーブ tシャツ||ジムレッド||boys,JP,25.058,,53.8032,53.8032,,-28.7452,-28.7452,,raise_price,raise_price,,0.4976,0.4976,na
ナイキ クラブ||apparel||メンズ ニット ショートパンツ||ホワイト/ホワイト/スタジアムグリーン||men,JP,42.8733,,71.2703,71.2703,,-28.397,-28.397,,raise_price,raise_price,,0.5037,0.5037,na
nocta テック フリース||apparel||メンズ フルジップ パーカー||シトロンティント/ビビッドサルファー||men,JP,149.611,,120.6271,120.6271,,28.9839,28.9839,,lower_price,lower_price,,0.4935,0.4935,na
nike blazer low by you||footwear||custom women's shoes||multi-colour/multi-colour/multi-colour/multi-colour||women,SI,119.8891,,148.1737,148.1737,,-28.2846,-28.2846,,raise_price,raise_price,,0.5057,0.5057,na
nike pegasus premium sp||footwear||men's road running shoes||light loden/dark charcoal/deep pewter/metallic medium ash||men,FI,228.8891,,199.9288,199.9288,,28.9603,28.9603,,lower_price,lower_price,,0.4939,0.4939,na
nikecourt||equipment||women's tennis headband||white/black||men|women,FI,21.7891,,50.7611,50.7611,,-28.972,-28.972,,raise_price,raise_price,,0.4937,0.4937,na
devin booker phoenix suns 2023/24 icon edition||apparel||men's nike dri-fit adv nba authentic jersey||new orchid||men,US,210.0,,181.1972,181.1972,,28.8028,28.8028,,lower_price,lower_price,,0.4966,0.4966,na
ナイキ エア マックス dn8||footwear||メンズシューズ||ダークヘーゼル/ファウナブラウン/ベアリーボルト/ペールアイボリー||men,JP,176.88,,148.1004,148.1004,,28.7796,28.7796,,lower_price,lower_price,,0.497,0.497,na
chelsea f.c. academy pro||apparel||women's nike dri-fit football pre-match top||white/pure platinum/rush blue||women,SI,70.8391,,99.2021,99.2021,,-28.363,-28.363,,raise_price,raise_price,,0.5043,0.5043,na
kansas city chiefs legend icon||apparel||men's nike dri-fit nfl long-sleeve t-shirt||red||men,US,45.0,,73.8666,73.8666,,-28.8666,-28.8666,,raise_price,raise_price,,0.4955,0.4955,na
ナイキ スポーツウェア ウィンドランナー||apparel||ウィメンズ ルーズ uv プロテクション ウーブン フルジップ プリント ジャケット||チームゴールド||women,JP,110.55,,82.159,82.159,,28.391,28.391,,lower_price,lower_price,,0.5038,0.5038,na
ナイキ スポーツウェア||apparel||ウィメンズ オーバーサイズド フーデッド ジャケット||ブラック/チョーク||women,JP,110.55,,82.159,82.159,,28.391,28.391,,lower_price,lower_price,,0.5038,0.5038,na
nike air max 95 'big bubble'||footwear||older kids' shoes||black/university red/white/smoke grey||boys|girls,FI,152.5891,,123.8097,123.8097,,28.7794,28.7794,,lower_price,lower_price,,0.497,0.497,na
nike air max 95||footwear||older kids' shoes||black/anthracite/light smoke grey/cool grey||boys|girls,FI,152.5891,,123.8097,123.8097,,28.7794,28.7794,,lower_price,lower_price,,0.497,0.497,na
air jordan||apparel||festival bag (1.5l)||black/black/black||men,SI,49.0391,,77.8823,77.8823,,-28.8432,-28.8432,,raise_price,raise_price,,0.4959,0.4959,na
nike acg goat||equipment||pack vest (5l)||grey fog/safety orange/summit white||men|women,SI,147.1391,,118.138,118.138,,29.0011,29.0011,,lower_price,lower_price,,0.4932,0.4932,na
ナイキ ストラクチャー プラス||footwear||メンズ ロード ランニングシューズ||ブラック/ライトスモークグレー/ブライトクリムゾン/シルバー||men,JP,147.4,,119.1493,119.1493,,28.2507,28.2507,,lower_price,lower_price,,0.5063,0.5063,na
f.c. barcelona strike fourth||apparel||men's nike dri-fit football short-sleeve top||university blue/university blue/opti yellow/opti yellow||men,FI,54.4891,,83.4139,83.4139,,-28.9248,-28.9248,,raise_price,raise_price,,0.4945,0.4945,na
nikeskims matte||apparel||women's shaping scoop bra||nskm dark teal/nskm dark teal||women,US,50.0,,78.3177,78.3177,,-28.3177,-28.3177,,raise_price,raise_price,,0.5051,0.5051,na
nike gp challenge 1||footwear||women's clay court tennis shoes||black/black/white||women,US,160.0,,131.157,131.157,,28.843,28.843,,lower_price,lower_price,,0.4959,0.4959,na
ナイキ アストラ ウルトラ プレミアム||footwear||ウィメンズシューズ||ブラック/ブラック/ブラック/メタリックシルバー||women,JP,128.975,,100.0094,100.0094,,28.9656,28.9656,,lower_price,lower_price,,0.4938,0.4938,na
ナイキ コート ビジョン low||footwear||メンズシューズ||ブラック/ガムライトブラウン/セイル||men,JP,58.96,,87.2944,87.2944,,-28.3344,-28.3344,,raise_price,raise_price,,0.5048,0.5048,na
air jordan||apparel||women's tank top||black/dark smoke grey/black||women,FI,108.9891,,80.1171,80.1171,,28.872,28.872,,lower_price,lower_price,,0.4954,0.4954,na
boston red sox team stripe peak||apparel||men's nike mlb cuffed pom beanie||navy||men,US,32.0,,60.9303,60.9303,,-28.9303,-28.9303,,raise_price,raise_price,,0.4944,0.4944,na
"nike acg ""wildsee""||apparel||men's dri-fit long-sleeve base layer||black/anthracite/summit white||men",US,75.0,,103.9069,103.9069,,-28.9069,-28.9069,,raise_price,raise_price,,0.4948,0.4948,na
ナイキ バーシティ エリート||equipment||バスケットボール シューズバッグ (14l)||ブラック/ブラック/メタリックシルバー||men|women,JP,41.272,,13.1107,13.1107,,28.1613,28.1613,,lower_price,lower_price,,0.5079,0.5079,na
ナイキ テック||apparel||ジュニア (ボーイズ) ウーブン パンツ||ブラック/オブシディアン/ブラック||boys,JP,88.44,,60.145,60.145,,28.295,28.295,,lower_price,lower_price,,0.5055,0.5055,na
netherlands (women's team) 2024/25 stadium goalkeeper||apparel||men's nike dri-fit football replica shirt||green spark/pine green/white||men,FI,130.7891,,101.8706,101.8706,,28.9185,28.9185,,lower_price,lower_price,,0.4946,0.4946,na
nike energy||apparel||older kids' repel football woven jacket||midnight navy/court blue/pink foam/court blue||boys|girls,FI,81.7391,,52.7914,52.7914,,28.9477,28.9477,,lower_price,lower_price,,0.4941,0.4941,na
nike tech||apparel||men's dri-fit shori-knit trousers||black/black||men,FI,119.8891,,148.1058,148.1058,,-28.2167,-28.2167,,raise_price,raise_price,,0.5069,0.5069,na
netherlands||equipment||2025/2026 nike academy ball||safety orange/university red/bright blue/white||men|women,FI,35.9591,,64.1591,64.1591,,-28.2,-28.2,,raise_price,raise_price,,0.5072,0.5072,na
"nike pro||apparel||women's dri-fit 3"" shorts||burgundy crush/football grey/playful pink||women",US,38.0,,66.8484,66.8484,,-28.8484,-28.8484,,raise_price,raise_price,,0.4958,0.4958,na
nikecourt advantage||apparel||women's dri-fit tennis dress||sapphire/black||women,US,115.0,,86.1168,86.1168,,28.8832,28.8832,,lower_price,lower_price,,0.4952,0.4952,na
"サブリナ 3 ""gamer"" ep||footwear||バスケットボールシューズ||グリーンショック/ベイパーグリーン/ビビッドパープル/ブラック||men|women",JP,112.761,,140.9774,140.9774,,-28.2164,-28.2164,,raise_price,raise_price,,0.5069,0.5069,na
nike brasilia 9.5||equipment||training gymsack (18l)||iron grey/black/white||men|women,FI,21.7891,,49.9444,49.9444,,-28.1553,-28.1553,,raise_price,raise_price,,0.508,0.508,na
nike college (hampton university)||apparel||men's tri-blend short-sleeve t-shirt||rush blue||men,US,42.0,,70.2331,70.2331,,-28.2331,-28.2331,,raise_price,raise_price,,0.5066,0.5066,na
nike college (tennessee state university)||apparel||men's tri-blend short-sleeve t-shirt||rush blue||men,US,42.0,,70.2331,70.2331,,-28.2331,-28.2331,,raise_price,raise_price,,0.5066,0.5066,na
ジョーダン||apparel||メンズ グラフィック tシャツ||ブラック||men,JP,32.428,,60.6277,60.6277,,-28.1997,-28.1997,,raise_price,raise_price,,0.5072,0.5072,na
nike calm||footwear||men's mules||black/black||men,SI,76.2891,,105.2775,105.2775,,-28.9884,-28.9884,,raise_price,raise_price,,0.4934,0.4934,na
jordan flight court||footwear||men's shoes||black/aura/dark grey||men,FI,119.8891,,148.7488,148.7488,,-28.8597,-28.8597,,raise_price,raise_price,,0.4956,0.4956,na
ナイキ エア マックス dn8||footwear||ウィメンズシューズ||レーザーフューシャ/スポーツフューシャ/ブラック||women,JP,169.51,,140.4333,140.4333,,29.0767,29.0767,,lower_price,lower_price,,0.4919,0.4919,na
ヤニス フリーク 6 ep||footwear||バスケットボールシューズ||ホワイト/ウルフグレー/ブラック||men|women,JP,105.391,,134.4381,134.4381,,-29.0471,-29.0471,,raise_price,raise_price,,0.4924,0.4924,na
fcバルセロナ クラブ フォース||apparel||メンズ ナイキ サッカージョガーパンツ||チームレッド/オプティイエロー||men,JP,62.9733,,91.9263,91.9263,,-28.953,-28.953,,raise_price,raise_price,,0.494,0.494,na
nike united states olympic team phoenix fleece||apparel||women's fleece hoodie||obsidian/obsidian||women,US,85.0,,56.7727,56.7727,,28.2273,28.2273,,lower_price,lower_price,,0.5067,0.5067,na
nike pro||apparel||women's dri-fit cropped tank top||smoke grey/heather/white||women,FI,38.1391,,66.2886,66.2886,,-28.1495,-28.1495,,raise_price,raise_price,,0.5081,0.5081,na
ナイキ エア フットスケープ ウーブン||footwear||ウィメンズシューズ||ブラック/ホワイト/ブラック||men|women,JP,156.981,,128.0457,128.0457,,28.9353,28.9353,,lower_price,lower_price,,0.4943,0.4943,na
nikeskims matte tricot||apparel||women's side-snap trousers||nskm obsidian||women,FI,130.7891,,102.5842,102.5842,,28.2049,28.2049,,lower_price,lower_price,,0.5071,0.5071,na
mlb chicago white sox city connect||apparel||women's replica baseball jersey||black/anthracite||women,US,135.0,,106.0237,106.0237,,28.9763,28.9763,,lower_price,lower_price,,0.4936,0.4936,na
ジョーダン||apparel||メンズ⁠大阪⁠tシャツ||ブラック||men,JP,28.8033,,57.8266,57.8266,,-29.0233,-29.0233,,raise_price,raise_price,,0.4928,0.4928,na
new york yankees club||apparel||men's nike mlb trucker adjustable hat||khaki||women,US,32.0,,60.2048,60.2048,,-28.2048,-28.2048,,raise_price,raise_price,,0.5071,0.5071,na
エア ジョーダン||apparel||ウィメンズタンクトップ||ルミナスグリーン/ジニア/ルミナスグリーン||women,JP,90.651,,118.8558,118.8558,,-28.2048,-28.2048,,raise_price,raise_price,,0.5071,0.5071,na
nike sportswear||apparel||men's max90 t-shirt||light army||men,US,40.0,,68.1935,68.1935,,-28.1935,-28.1935,,raise_price,raise_price,,0.5073,0.5073,na
england 2025/26 stadium away||apparel||women's nike dri-fit football replica shorts||black/light photo blue||women,SI,54.4891,,82.811,82.811,,-28.3219,-28.3219,,raise_price,raise_price,,0.505,0.505,na
jordan brand||apparel||men's sneaker patch t-shirt||black/varsity red||men,FI,49.0391,,77.2437,77.2437,,-28.2046,-28.2046,,raise_price,raise_price,,0.5071,0.5071,na
auburn campus center stack velocity||apparel||men's nike dri-fit college t-shirt||navy||men,US,42.0,,70.9291,70.9291,,-28.9291,-28.9291,,raise_price,raise_price,,0.4944,0.4944,na
nike sportswear||apparel||men's woven shorts||black/dark smoke grey/university red||men,FI,54.4891,,82.7494,82.7494,,-28.2603,-28.2603,,raise_price,raise_price,,0.5061,0.5061,na
jordan sport essentials||apparel||men's dri-fit sleeveless top||midnight navy||men,FI,38.1391,,67.1503,67.1503,,-29.0112,-29.0112,,raise_price,raise_price,,0.493,0.493,na
nike x lego® collection||apparel||big kids' logo t-shirt||work blue||boys|girls,US,35.0,,63.1324,63.1324,,-28.1324,-28.1324,,raise_price,raise_price,,0.5084,0.5084,na
nike sportswear||apparel||older kids' tank top||black/light smoke grey||boys|girls,FI,27.2391,,56.3092,56.3092,,-29.0701,-29.0701,,raise_price,raise_price,,0.492,0.492,na
nike sportswear||apparel||older kids' (boys') t-shirt||sand drift||boys,FI,32.6891,,61.6239,61.6239,,-28.9348,-28.9348,,raise_price,raise_price,,0.4943,0.4943,na
nike sportswear windrunner||apparel||women's woven jacket||chalk/black/black||women,US,120.0,,91.751,91.751,,28.249,28.249,,lower_price,lower_price,,0.5063,0.5063,na
ナイキ ショックス z se||footwear||ウィメンズシューズ||パーティクルローズ/ファントム/バーガンディクラッシュ||women,JP,134.871,,163.1815,163.1815,,-28.3105,-28.3105,,raise_price,raise_price,,0.5052,0.5052,na
ナイキ ショックス z se||footwear||ウィメンズシューズ||ファントム/メタリックシルバー/マルチカラー||women,JP,134.871,,163.1815,163.1815,,-28.3105,-28.3105,,raise_price,raise_price,,0.5052,0.5052,na
fff 2025 match away (women's team)||apparel||men's nike dri-fit adv football authentic shirt||pale ivory/sail/bright blue/light madder root||men,SI,163.4891,,134.5894,134.5894,,28.8997,28.8997,,lower_price,lower_price,,0.4949,0.4949,na
fff 2025 match home (women's team)||apparel||men's nike dri-fit adv football authentic shirt||blue void/light madder root||men,SI,163.4891,,134.5894,134.5894,,28.8997,28.8997,,lower_price,lower_price,,0.4949,0.4949,na
nike pro dri-fit||apparel||men's short-sleeve top||particle grey/grey fog/heather/black||men,SI,43.5891,,71.7269,71.7269,,-28.1378,-28.1378,,raise_price,raise_price,,0.5083,0.5083,na
nike 24.7 impossiblysoft||apparel||men's dri-fit crew||grey fog/light smoke grey||men,FI,98.0891,,127.0589,127.0589,,-28.9698,-28.9698,,raise_price,raise_price,,0.4937,0.4937,na
ナイキ クエスト 6||footwear||ウィメンズ ロードランニングシューズ||ブラック/アイアングレー/ホワイト||women,JP,64.856,,93.8845,93.8845,,-29.0285,-29.0285,,raise_price,raise_price,,0.4927,0.4927,na
christian yelich milwaukee brewers||apparel||women's nike dri-fit adv mlb limited jersey||cream||women,US,175.0,,145.9303,145.9303,,29.0697,29.0697,,lower_price,lower_price,,0.492,0.492,na
nike tempo||apparel||big kids' (girls') dri-fit running shorts||university red/university red/white/white||girls,US,25.0,,53.1319,53.1319,,-28.1319,-28.1319,,raise_price,raise_price,,0.5084,0.5084,na
georgia premium performance||apparel||men's nike dri-fit college pullover hoodie||black||men,US,110.0,,81.7793,81.7793,,28.2207,28.2207,,lower_price,lower_price,,0.5068,0.5068,na
nike zegama 2||footwear||men's trail-running shoes||malt/ghost/alabaster/black||men,FI,196.1891,,167.1077,167.1077,,29.0814,29.0814,,lower_price,lower_price,,0.4918,0.4918,na
"エア ジョーダン 3 レトロ ""rare air""||footwear||ジュニアシューズ||ブラック/ニュートラルグレー/ミリタリーブルー/チリレッド||boys|girls",JP,165.825,,137.5598,137.5598,,28.2652,28.2652,,lower_price,lower_price,,0.506,0.506,na
"エア ジョーダン 4 レトロ ""black cat""||footwear||ジュニアシューズ||ブラック/ライトグラファイト/ブラック||boys|girls",JP,165.825,,137.5598,137.5598,,28.2652,28.2652,,lower_price,lower_price,,0.506,0.506,na
"エア ジョーダン 9 レトロ ""flint grey and french blue""||footwear||ジュニアシューズ||ホワイト/フリントグレー/フレンチブルー||boys|girls",JP,165.825,,137.5598,137.5598,,28.2652,28.2652,,lower_price,lower_price,,0.506,0.506,na
jung hoo lee korea national baseball team 2026 world baseball classic||apparel||men's nike t-shirt||navy||men,US,50.0,,78.9692,78.9692,,-28.9692,-28.9692,,raise_price,raise_price,,0.4937,0.4937,na
chelsea f.c. strike||apparel||men's nike dri-fit football anthem jacket||rush blue/game royal/white||men,SI,152.5891,,124.3298,124.3298,,28.2593,28.2593,,lower_price,lower_price,,0.5061,0.5061,na
nike academy||apparel||men's nike dri-fit football shorts||blue void/white/black/pinksicle||men,SI,27.2391,,56.2434,56.2434,,-29.0043,-29.0043,,raise_price,raise_price,,0.4931,0.4931,na
ナイキ スポーツウェア||apparel||ウィメンズ タイト ロングスリーブ クロップド トップス||ファー/ミッドナイトネイビー/チョーク/チョーク||women,JP,50.853,,78.9512,78.9512,,-28.0982,-28.0982,,raise_price,raise_price,,0.509,0.509,na
"acg ""wolf lichen""||apparel||クルー||ブラック/アンスラサイト/クールグレー/サミットホワイト||men|women",JP,159.192,,130.0994,130.0994,,29.0926,29.0926,,lower_price,lower_price,,0.4916,0.4916,na
north carolina tech fleece||apparel||men's nike brand college pullover crew||black||men,US,130.0,,101.88,101.88,,28.12,28.12,,lower_price,lower_price,,0.5086,0.5086,na
jordan dri-fit||equipment||skinny arm bands (2-pack)||white/black||men|boys|women|girls,US,12.0,,40.1643,40.1643,,-28.1643,-28.1643,,raise_price,raise_price,,0.5078,0.5078,na
tarik skubal usa baseball 2026 world baseball classic||apparel||men's nike t-shirt||navy||men,US,50.0,,79.0687,79.0687,,-29.0687,-29.0687,,raise_price,raise_price,,0.492,0.492,na
ナイキ ショックス r4||footwear||メンズシューズ||ジムレッド/メタリックシルバー||men,JP,142.241,,113.1723,113.1723,,29.0687,29.0687,,lower_price,lower_price,,0.492,0.492,na
yoshinobu yamamoto japan national baseball team 2026 world baseball classic||apparel||men's nike t-shirt||navy||men,US,50.0,,78.2421,78.2421,,-28.2421,-28.2421,,raise_price,raise_price,,0.5064,0.5064,na
ナイキ スポーツウェア クラブ primaloft®||apparel||メンズ ウォーターレペラント パファー ベスト||アイアングレー/ホワイト||men,JP,134.871,,106.6066,106.6066,,28.2644,28.2644,,lower_price,lower_price,,0.506,0.506,na
ナイキ スポーツウェア||apparel||メンズ サーマル トップ||ミッドナイトネイビー/アッシェンスレート||men,JP,53.801,,82.0654,82.0654,,-28.2644,-28.2644,,raise_price,raise_price,,0.506,0.506,na
tank dell houston texans||apparel||men's nike nfl game football jersey||navy||men,US,130.0,,158.1365,158.1365,,-28.1365,-28.1365,,raise_price,raise_price,,0.5083,0.5083,na
chelsea f.c. 2025/26 stadium away||apparel||older kids' nike dri-fit football replica shirt||phantom/speed red/galactic jade/galactic jade||boys|girls,FI,87.1891,,59.0138,59.0138,,28.1753,28.1753,,lower_price,lower_price,,0.5076,0.5076,na
chelsea f.c. 2025/26 stadium home||apparel||older kids' nike dri-fit football replica shirt||rush blue/white/speed red/white||boys|girls,FI,87.1891,,59.0138,59.0138,,28.1753,28.1753,,lower_price,lower_price,,0.5076,0.5076,na
nike sportswear city utility easyon||apparel||older kids' therma-fit winterized trousers||smoke grey/black||boys|girls,FI,87.1891,,59.0913,59.0913,,28.0978,28.0978,,lower_price,lower_price,,0.509,0.509,na
ナイキ ld-1000 sp||footwear||メンズシューズ||ライトブリティッシュタン/ピンクサイクル||men|women,JP,98.021,,126.9778,126.9778,,-28.9568,-28.9568,,raise_price,raise_price,,0.4939,0.4939,na
nike pole vault elite||footwear||track & field jumping spikes||white/teal tint/fire pink/obsidian||men|women,US,135.0,,163.2253,163.2253,,-28.2253,-28.2253,,raise_price,raise_price,,0.5067,0.5067,na
nike fast||apparel||men's dri-fit running singlet||laser orange||men,US,47.0,,75.2306,75.2306,,-28.2306,-28.2306,,raise_price,raise_price,,0.5066,0.5066,na
"boston celtics courtside ""halloween""||apparel||men's nike nba max90 t-shirt||black||men",US,45.0,,73.0809,73.0809,,-28.0809,-28.0809,,raise_price,raise_price,,0.5093,0.5093,na
